username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
JanStrag;2017-06-09 08:10;1;2;"Po 4 latach nieplacenia ( bezrobocie :( ) od lipca zaczynam placic jak cale dorosle zycie placilem!i powiem,ze z przyjemnoscia bede placil :)";;;;"873059623409930241";https://twitter.com/JanStrag/status/873059623409930241
forsalpl;2017-06-09 07:28;0;0;"Kosowo: Bezrobocie i ubóstwo - dwa wyzwania po 9 latach niepodległości. http:// dlvr.it/PKw4k7";;;;"873049063121338368";https://twitter.com/forsalpl/status/873049063121338368
WosWaldemar;2017-06-09 07:20;0;0;"ważne,że bezrobocie rekordowo niskie!!!...";;;;"873047219368206337";https://twitter.com/WosWaldemar/status/873047219368206337
2x2Biuro;2017-06-09 01:56;0;0;"Bezrobocie w maju 2017 r. http://www. gielda.2x2.com.pl/bezrobocie-w-m aju-2017-r/ … pic.twitter.com/5j10n15SJb";;;;"872965520680783872";https://twitter.com/2x2Biuro/status/872965520680783872
MaciejWasilews2;2017-06-08 22:57;0;0;"No ale zaraz, przecież bezrobocie spada i zaraz zniknie jak pigułki dzień po...";;;;"872920631465185280";https://twitter.com/MaciejWasilews2/status/872920631465185280
ObalamyGlupote;2017-06-08 22:21;0;1;"Cyfry nie kłamią. Bezrobocie w Polsce jest najniższe od 26 lat! https:// polskaniepodlegla.pl/kraj-swiat/ite m/11957-cyfry-nie-klamia-bezrobocie-w-polsce-jest-najnizsze-od-26-lat#.WTmx1XGovuQ.twitter …";;;#;"872911573198811136";https://twitter.com/ObalamyGlupote/status/872911573198811136
mircio26;2017-06-08 21:43;0;0;"@pisorgpl piszę jak przyjaciel i wyborca PiS,Sadurską wysłać na bezrobocie ,Glińskiego na emeryturę,kompromitują i odbierają głosy,skandal.";;@pisorgpl;;"872902013352366080";https://twitter.com/mircio26/status/872902013352366080
yammmamoto;2017-06-08 20:49;0;0;"Uff! Bo np. wirus głupoty jest tam już nie do zatrzymania. Ostanio mędrzec Petru oznajmił że niskie bezrobocie zwiększa szarą strefę";;;;"872888382434705408";https://twitter.com/yammmamoto/status/872888382434705408
mkoczwa;2017-06-08 18:40;0;0;"Kolejny rekord - bezrobocie w kwietniu spadło do 7,7 proc.! #GUS #zatrudnienie #bezrobocie http:// bit.ly/2sY9HSo pic.twitter.com/RjscO47puw";;;#GUS #zatrudnienie #bezrobocie;"872855852763316224";https://twitter.com/mkoczwa/status/872855852763316224
Silver77Dragon;2017-06-08 17:50;0;0;"#graffiti_PNgdy nasi powroca z anglii to PIS nie bedzie sie mial czym chwalic bo bezrobocie wzrosnie";;;#graffiti_PNgdy;"872843159323201536";https://twitter.com/Silver77Dragon/status/872843159323201536
AlbertKsel;2017-06-08 17:30;0;0;"Jedni dostają #+500 inni +25% #wig20 emeryci #darmoweleki przedsiębiorcy #100zmiandlafirm #bezrobocie 7,5%.Brawo #PiS dziekuje @BeataSzydlo ,";;@BeataSzydlo;# #wig20 #darmoweleki #100zmiandlafirm #bezrobocie #PiS;"872838258539057152";https://twitter.com/AlbertKsel/status/872838258539057152
DanielSleboda;2017-06-08 16:31;1;2;"Za 2 lata wzrośnie bezrobocie . Kop PISUAROW w ich dupy będzie tego przyczyną. Damy radę.";;;;"872823463052017664";https://twitter.com/DanielSleboda/status/872823463052017664
MaksymilianWars;2017-06-08 16:25;0;0;"Dodatkowo OFE, podwyższenie wieku emerytalnego, masowa emigracja, bezrobocie , dług publiczny, vat 23%, Smoleńsk, rozbrojenie armii itd";;;;"872821804154408962";https://twitter.com/MaksymilianWars/status/872821804154408962
jacsuty;2017-06-08 14:41;0;0;"Brawo Tak się likwiduje bezrobocie wśród młodych ludzi. Jak może być na emeryturze to niech jest. Jak chce pracować to na umowę zlecenie";;;;"872795622126047232";https://twitter.com/jacsuty/status/872795622126047232
BydgoszczPL;2017-06-08 14:28;0;1;"Bezrobocie najniższe od prawie 10 lat! Więcej https:// goo.gl/In0GyJ #Bydgoszcz pic.twitter.com/TbNS9zUIbm";;;#Bydgoszcz;"872792392281313280";https://twitter.com/BydgoszczPL/status/872792392281313280
wZasiegupl;2017-06-08 14:12;0;0;"Bezrobocie w Wysokiem Mazowieckiem najniższe od blisko dekady - https:// wzasiegu.pl/wysokie-maz/be zrobocie-w-wysokiem-mazowieckiem-najnizsze-od-blisko-dekady/ … pic.twitter.com/1SnWBj0MlU";;;;"872788511795138560";https://twitter.com/wZasiegupl/status/872788511795138560
Andrzej246;2017-06-08 13:23;0;0;"szacunek jest że przejdzie na nową emeryturę 300k ludzi a więc bezrobocie zmaleje";;;;"872776003583709184";https://twitter.com/Andrzej246/status/872776003583709184
HanterPoen;2017-06-08 13:21;3;4;"Tak i reklamują UKRów w TV,mówią,że bezrobocie niskie 8 %!,na zach 8 t wysokie bezro.niskie bezr.to 3,5/4/5%,8% to tragedia narodowa np.w NL";;;;"872775697252659200";https://twitter.com/HanterPoen/status/872775697252659200
milionnocy;2017-06-08 13:14;0;0;"Polacy dojerzdzaja z Walbrzycha do Czech do pracy. Polskie bezrobocie .";;;;"872773721601323009";https://twitter.com/milionnocy/status/872773721601323009
FkrutceCom;2017-06-08 13:05;0;0;"Bezrobocie w Czechach https:// twitter.com/CT24zive/statu s/872728387810471937 …";;;;"872771537052545024";https://twitter.com/FkrutceCom/status/872771537052545024
AStanisaw;2017-06-08 12:39;0;0;"Z tym bezrobociem to dziwna historia. Przedsiębiorcy szukają chętnych a tu sie okazuje ze jest bezrobocie . Pewnie byłoby gdyby 2 mln wrociło";;;;"872764942969180160";https://twitter.com/AStanisaw/status/872764942969180160
prawopl;2017-06-08 12:32;0;0;"Bezrobocie znowu niższe https:// prawnet.prawo.link/bezrobocie-zno wu-nizsze/ … przez @PrawneT";;@PrawneT;;"872763364170223616";https://twitter.com/prawopl/status/872763364170223616
ComradeWieslaw;2017-06-08 11:42;0;0;"Przypisujecie sobie zasługi za rzeczy, które nie wynikają z waszych rządów, (spadek bezrobocie <-dobra koniunktura), a złe rzeczy to wina PO";;;;"872750569760456704";https://twitter.com/ComradeWieslaw/status/872750569760456704
WasikMaciej;2017-06-08 11:31;8;48;"Bezrobocie znów spadło. W maju 0,2 pp do 7,5% #dobrazmiana @pisorgpl";;@pisorgpl;#dobrazmiana;"872747817319661568";https://twitter.com/WasikMaciej/status/872747817319661568
quantum_solver;2017-06-08 11:00;0;0;"No i znowu bezrobocie podskoczy po tym jak spadło po falach emigracji do innych krajów UE. :)";;;;"872739991880970240";https://twitter.com/quantum_solver/status/872739991880970240
AgropolskaPL;2017-06-08 10:15;0;0;"Stopa bezrobocia w maju wyniosła 7,5 procenta https://www. agropolska.pl/aktualnosci/po lska/stopa-bezrobocia-w-maju-wyniosla-7-5-procenta,3685.html … #bezrobocie #praca @MRPiPS_GOV_PL @E_Rafalska pic.twitter.com/PuY8wRrblC";;@MRPiPS_GOV_PL @E_Rafalska;#bezrobocie #praca;"872728682577702912";https://twitter.com/AgropolskaPL/status/872728682577702912
Piotr_z_rogu;2017-06-08 09:44;0;0;"Ciekawe jak wpłynie zniesienie wiz dla obywateli Ukrainy, od 11.06, na rynek pracy i bezrobocie w Polsce?";;;;"872720890550784000";https://twitter.com/Piotr_z_rogu/status/872720890550784000
BPrawoPracy;2017-06-08 09:36;0;0;"Bezrobocie znowu niższe https:// bibliotekakp.prawo.link/bezrobocie-zno wu-nizsze/ … via @Bibliotekakp";;@Bibliotekakp;;"872719082960949248";https://twitter.com/BPrawoPracy/status/872719082960949248
BPrawoPracy;2017-06-08 09:32;0;0;"Bezrobocie znowu niższe https:// prawnet.prawo.link/bezrobocie-zno wu-nizsze/ … przez @PrawneT";;@PrawneT;;"872717981826076672";https://twitter.com/BPrawoPracy/status/872717981826076672
RyszardAWasile1;2017-06-08 09:30;0;0;"Bezrobocie wynosi zero..biurokraci musza podac jakas liczbę bo stracili by rację bytu stop biurokracji czas juz na walkę z biurokracja";;;;"872717570100666369";https://twitter.com/RyszardAWasile1/status/872717570100666369
DareckiDarkman;2017-06-08 08:23;0;1;"Człowiek odpowiedzialny za bandycką prywatyzację, wyprzedaż majątku narodowego za bezcen, marazm i bezrobocie lat 90-tych :D";;;;"872700555315073024";https://twitter.com/DareckiDarkman/status/872700555315073024
Najdrozsza;2017-06-08 08:14;0;0;"Od 13-go bezrobocie ... https:// twitter.com/papinformacje/ status/872698058206838785 …";;;;"872698351346749440";https://twitter.com/Najdrozsza/status/872698351346749440
romiss11;2017-06-08 08:13;0;0;"Rekordowo niskie bezrobocie . Największa poprawa w województwie warmińsko-mazurskim. http:// google.com/newsstand/s/CB Iwg8SXijU …";;;;"872698150993227776";https://twitter.com/romiss11/status/872698150993227776
ifaktypl;2017-06-08 08:04;0;0;"Czy bezrobocie w Polsce będzie jeszcze spadać - https:// ifakty.pl/2017/05/czy-be zrobocie-w-polsce-bedzie-jeszcze-spadac-33669/ …";;;;"872695708922654720";https://twitter.com/ifaktypl/status/872695708922654720
clericus_bolze;2017-06-08 07:32;0;2;"Otóż to. Bida, bezrobocie młodych.";;;;"872687678101303296";https://twitter.com/clericus_bolze/status/872687678101303296
Ma_rysia_pa;2017-06-08 07:31;0;0;"Bezrobocie spada a właściwie leci na łeb na szyję. https:// twitter.com/JaroslawKuznia r/status/872661026805829632 …";;;;"872687625643196419";https://twitter.com/Ma_rysia_pa/status/872687625643196419
clericus_bolze;2017-06-08 07:30;0;0;"A bezrobocie aż jęczy. Tępe strzały czerwone u steru. Najważniejszy znak na drodze. Głupki.";;;;"872687355253190656";https://twitter.com/clericus_bolze/status/872687355253190656
AdamStrzepek;2017-06-08 06:35;0;0;"Niektórzy "pracodawcy' miast kupić np.Mercedesa kupią Skodę.Różnica w cenie będzie sumą podwyżek dla pracowników. Bezrobocie 1~3%";;;;"872673463668027392";https://twitter.com/AdamStrzepek/status/872673463668027392
Wilku54540686;2017-06-08 00:26;0;0;"Pis niszczy wszystkie dokonania PO: bezrobocie , ubóstwo dzieci, deficyt, mafie paliwowe itd. Noe ma na to naszej zgody!";;;;"872580587764281344";https://twitter.com/Wilku54540686/status/872580587764281344
ak_gosia;2017-06-08 00:10;0;0;"wiosną i latem bezrobocie zawsze spada. A tendencje spadkowe są pod lat. Żadna zasługa rządu.";;;;"872576458182590464";https://twitter.com/ak_gosia/status/872576458182590464
ObywatelDC;2017-06-07 23:35;0;2;""Ekonomicznie zmuszany" czyli "Zawsze się trochę gwałci". Bezrobocie jest dość niskie, granice otwarte - pisanie o przymusie to aberracja.";;;;"872567757572902912";https://twitter.com/ObywatelDC/status/872567757572902912
MarekLada_;2017-06-07 23:25;0;0;"Nie wszystko rośnie! Bezrobocie spadło. Ojojoj...";;;;"872565200716800000";https://twitter.com/MarekLada_/status/872565200716800000
zielonogorska;2017-06-07 23:03;0;0;"Minister Elżbieta Rafalska: bezrobocie w maju niższe niż w kwietniu https:// goo.gl/fb/1jIWVW";;;;"872559658766127109";https://twitter.com/zielonogorska/status/872559658766127109
remrez2;2017-06-07 23:00;0;0;"Bezrobocie to głównie wynik demografi.Za kilka miesięcy zaczną się masowe odejścia na emeryturę.Ten odtrąbiony sukces może okazać się klęską";;;;"872558915367653376";https://twitter.com/remrez2/status/872558915367653376
Artur_Zebrowski;2017-06-07 22:09;0;0;"Bezrobocie najniższe a podobno inwestycji nie ma";;;;"872546001244086273";https://twitter.com/Artur_Zebrowski/status/872546001244086273
tomaszek_king;2017-06-07 22:08;0;0;"Jakie bezrobocie ? W budowlance brakuje rąk do pracy...";;;;"872545816380141573";https://twitter.com/tomaszek_king/status/872545816380141573
Polesie1922;2017-06-07 21:56;0;1;"Cebeea codziennie wyjmnuje całe karuzele aresztowe europejskich biznesmenów, zmniejsza siem baza i bezrobocie na papierze na pysk leci.";;;;"872542898541264896";https://twitter.com/Polesie1922/status/872542898541264896
kochapis;2017-06-07 21:55;0;0;"BEZROBOCIE 7,5 % SZCZENA OPADA? BRAWO PANI @PremierRP";;@PremierRP;;"872542460911779845";https://twitter.com/kochapis/status/872542460911779845
modrzeWD40;2017-06-07 21:53;1;4;"Jest oczywistym, że w tych okolicznościach najniższe bezrobocie jest bez znaczenia. Zresztą, kto je uzna, skoro zniszczono TK?";;;;"872541926582628352";https://twitter.com/modrzeWD40/status/872541926582628352
kdwojakowski;2017-06-07 21:25;0;7;"No i co z tego, że najniższe bezrobocie , skoro Kayah nie zaśpiewa w Opolu.";;;;"872535106321346560";https://twitter.com/kdwojakowski/status/872535106321346560
Klapacjo;2017-06-07 21:23;0;0;"dużo grantów vs. bezrobocie ?";;;;"872534580925956100";https://twitter.com/Klapacjo/status/872534580925956100
TVN24BiS;2017-06-07 21:23;1;4;"Bezrobocie najniższe od 26 lat. Oto najnowsze dane: http:// tvn24bis.pl/article/url/74 6817 …";;;;"872534374968737792";https://twitter.com/TVN24BiS/status/872534374968737792
aganiock;2017-06-07 21:17;0;0;"Bezrobocie spada, a zatrudnienie nie rośnie.";;;;"872533047576588288";https://twitter.com/aganiock/status/872533047576588288
WieslawSobala;2017-06-07 21:14;1;0;"Bo ludziska wyjechali zagranicę a urzędy pracy wywalili ich ,i dlatego spadło bezrobocie , ale tego się nie mówi w mediach .";;;;"872532253909413889";https://twitter.com/WieslawSobala/status/872532253909413889
DeptaWlodek;2017-06-07 21:06;0;0;"Dobry uczeń. Mistrzu Leszek powiedział, że niskie bezrobocie i wiek emerytalny 60/65 spowoduje katastrofę. Drugą Grecję. Mądrale.";;;;"872530150059114500";https://twitter.com/DeptaWlodek/status/872530150059114500
misiek237;2017-06-07 21:01;0;0;"Bezrobotni wyjeżdżają to i bezrobocie spada.";;;;"872529054410387456";https://twitter.com/misiek237/status/872529054410387456
StZerko;2017-06-07 21:01;2;10;"Najniższe bezrobocie .";;;;"872528968611753984";https://twitter.com/StZerko/status/872528968611753984
MWrobelek;2017-06-07 20:38;0;0;"Dorotka, dziś w radiu słyszałem że deficyt na ok 2,4% wzrost PKB ponad 4%, bezrobocie na 8,4 %, zdeżaj się tak dalej machino pańństwa PIS!";;;;"872523254069702660";https://twitter.com/MWrobelek/status/872523254069702660
Artbi4;2017-06-07 20:22;0;0;"Tam gdzie słaby samorząd tam bezrobocie , globalnie";;;;"872519198307647493";https://twitter.com/Artbi4/status/872519198307647493
molitorinuk;2017-06-07 20:18;0;3;""prawie" to pewnie wg syjonistycznych zrodel. Prawda jest taka ze nawet na Marsie bezrobocie spadlo i to znacznie, a poziom cukru w cukrze..";;;;"872518230790811648";https://twitter.com/molitorinuk/status/872518230790811648
Uwarzam;2017-06-07 20:15;0;0;"Jego Petrosfera nie obejmuje prostych zasad socjologicznych. Bezrobocie spada czyli pracują a że nie na szaro to spada odcień szarości.";;;;"872517260371513344";https://twitter.com/Uwarzam/status/872517260371513344
wedrowrcz;2017-06-07 19:13;0;2;"" bezrobocie spada,rośnie szara strefa"";;;;"872501690888597504";https://twitter.com/wedrowrcz/status/872501690888597504
GDworska8791;2017-06-07 18:43;0;0;"@urwis1975 Poczekajta niech bezrobocie wzrośnie o 0,1%... PO bedzie miała konferencje prasowe 4 x dziennie...";;@urwis1975;;"872494144819802112";https://twitter.com/GDworska8791/status/872494144819802112
analitykaPL;2017-06-07 18:30;0;0;"Ale to prawda ze latem spada bezrobocie i rosnie szara strefa :) Ma to zwiazek z inwestycjami budowlanymi typu "cash in hand"";;;;"872490871358402562";https://twitter.com/analitykaPL/status/872490871358402562
ad_wisniowiecki;2017-06-07 18:27;0;1;"A. Glapiński: "niepokoi mnie niski poziom inwestycji w Polsce". GUS: bezrobocie w maju spadło do poziomu 7,8 %. Jak to pogodzić?";;;;"872490119181238272";https://twitter.com/ad_wisniowiecki/status/872490119181238272
arturPolonia;2017-06-07 18:26;1;2;"Chyba TVN GW i podobni coś przegapili. Bezrobocie najniższe w Polsce od 26 lat pic.twitter.com/OS5sAYEMx9";;;;"872490055092375554";https://twitter.com/arturPolonia/status/872490055092375554
WspieramRozwoj;2017-06-07 18:23;1;1;"Mamy najniższe #bezrobocie o 26 lat. Tylko 7,5 proc. :) #gospodarka http:// bit.ly/2sgckSX";;;#bezrobocie #gospodarka;"872489215552106500";https://twitter.com/WspieramRozwoj/status/872489215552106500
KapitanNemoPL;2017-06-07 18:18;0;0;"Bezrobocie spada i rośnie szara strefa, a w tym samym czasie Rysiowi niebezpiecznie spada ilość szarych komórek";;;;"872487952517140480";https://twitter.com/KapitanNemoPL/status/872487952517140480
Taurus_111;2017-06-07 18:18;0;1;"Styczeń 2017 - Powiaty – największe bezrobocie Szydłowiecki – 29,3 Braniewski – 25,4 Bartoszycki – 24,6 Łobeski – 23,9 Kętrzyński – 23,8";;;;"872487912549601281";https://twitter.com/Taurus_111/status/872487912549601281
malgo_rzata;2017-06-07 18:10;0;0;"Znowu manipulacja! Przypominam że bezrobocie spada od 2004r. Czy pani Szydło już wie co było w 2004r? pic.twitter.com/xnNYLbWjG3";;;;"872486034638086149";https://twitter.com/malgo_rzata/status/872486034638086149
SuperbizPL;2017-06-07 17:52;1;2;"W maju bezrobocie spadło we wszystkich województwach @se_pl @MRPiPS_GOV_PL http:// superbiz.se.pl/wiadomosci-biz /w-maju-bezrobocie-spadlo-we-wszystkich-wojewodztwach_999610.html … #praca";;@se_pl @MRPiPS_GOV_PL;#praca;"872481458497212416";https://twitter.com/SuperbizPL/status/872481458497212416
Silver77Dragon;2017-06-07 17:51;0;0;"#graffiti_PNspadlo bezrobocie bo ludzie siedza w domu na 500+ i nigdzie nie figuruja";;;#graffiti_PNspadlo;"872481088505094144";https://twitter.com/Silver77Dragon/status/872481088505094144
inviolatus;2017-06-07 17:49;0;1;"Pocieszające jest, że jednak coś spada - bezrobocie i deficyt budżetowy.";;;;"872480541580374016";https://twitter.com/inviolatus/status/872480541580374016
AlbertKsel;2017-06-07 17:47;2;2;"#graffiti_PN R. Petru mówi że jak spada bezrobocie to rośnie szara strefa. Co za nonsens.";;;#graffiti_PN;"872480205683777536";https://twitter.com/AlbertKsel/status/872480205683777536
AgataPisze;2017-06-07 17:41;0;0;"Bezrobocie to raz, świetnie że jest niekie ale komfort pracy to druga rzecz. Nie zorumiesz mojej pracy";;;;"872478692462735360";https://twitter.com/AgataPisze/status/872478692462735360
jasne_ciemne;2017-06-07 17:26;0;0;"W pełni popieram ten Rząd i całość jego starań o Polskę,tylko cóż z tego że spada bezrobocie skoro nadal zatrudniają tylko na ZLECENIU";;;;"872474771019227136";https://twitter.com/jasne_ciemne/status/872474771019227136
DamianCerber;2017-06-07 17:25;0;0;"Bo Ukraińców masa jest. To bezrobocie niskie.";;;;"872474570413965316";https://twitter.com/DamianCerber/status/872474570413965316
obermail;2017-06-07 16:44;0;2;"Skoro ludzie wyjechali za granicę to i bezrobocie spadło. To nie jest wasza zasługa.";;;;"872464338493329408";https://twitter.com/obermail/status/872464338493329408
Polska_Racja;2017-06-07 16:25;0;0;"Bezrobocie w Polsce najniższe od ćwierć wieku! - http:// polskaracja.com/bezrobocie-pol sce-najnizsze-cwierc-wieku/ … pic.twitter.com/6BJFnJ7bPC";;;;"872459588771225601";https://twitter.com/Polska_Racja/status/872459588771225601
AndrzeOrlowski;2017-06-07 16:14;4;5;"Dobra zmiana. @pisorgpl Kolejny miesiąc i kolejny rekord. Najniższe bezrobocie od 26 lat! Podajcie dalej!... http:// fb.me/2H1iLu5ob";;@pisorgpl;;"872456626799869952";https://twitter.com/AndrzeOrlowski/status/872456626799869952
Katarzynak23;2017-06-07 16:11;0;7;"I to wszystko zasługa PIS. Wspaniale mieć taki dobry rząd, dzięki któremu gospodarka rośnie, bezrobocie spada, a i krowy więcej mleka dają";;;;"872456027358339072";https://twitter.com/Katarzynak23/status/872456027358339072
yyaann17;2017-06-07 16:10;2;8;"A jaka to zasługa PIS, ile miejsc przcy stworzył ten rząd, od kiedy bezrobocie gwałtownie spada? Manipulacja za maipulacją! https:// twitter.com/pisorgpl/statu s/872452805692403713 …";;;;"872455722742755328";https://twitter.com/yyaann17/status/872455722742755328
pisorgpl;2017-06-07 15:58;106;190;"Kolejny miesiąc i kolejny rekord. Najniższe bezrobocie od 26 lat! Podajcie dalej! pic.twitter.com/oo2oLD8O1x";;;;"872452805692403713";https://twitter.com/pisorgpl/status/872452805692403713
Erem64;2017-06-07 15:47;0;3;"Efekt "dobrej zmiany"? Wszyscy wieją z Polski a rząd PBS dumnie ogłasza,ze bezrobocie spada!!! http://www. gazetawroclawska.pl/wiadomosci/a/o d-rana-dlugie-kolejki-przed-urzedem-wojewodzkim-to-po-paszporty,12155660/ …";;;;"872450046146555904";https://twitter.com/Erem64/status/872450046146555904
anni211121;2017-06-07 15:38;0;1;"oj tam, polazł do roboty do TOKu, pewnie. Z głodu nie umrze. w końcu bezrobocie w Polsce tylko 7,5% dzięki rządom PiS. Coś tam znajdzie.";;;;"872447583913955328";https://twitter.com/anni211121/status/872447583913955328
michalski1976;2017-06-07 15:37;0;1;"Bezrobocie w maju 7,5% Gdzie są ci którzy wieszczyli że 500+ "wyprodukuje" patologie i nikt nie będzie chciał pracować?";;;;"872447346373775361";https://twitter.com/michalski1976/status/872447346373775361
Skrybik;2017-06-07 15:20;0;0;"Żadna to rewelacja, ani osiągnięcie rządu! Przecież w tzw. "sezonie" bezrobocie ZAWSZE spadało... https:// twitter.com/Kubiak92/statu s/872402583524126724 …";;;;"872443173729181697";https://twitter.com/Skrybik/status/872443173729181697
FXS_Forex_PL;2017-06-07 14:49;0;0;"MRPiPS: Bezrobocie w maju niższe niż w kwietniu #inwestycje .pl #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC80OTY4MzgyNTEyMzc1ODM2NDE4Lz91dG1fc291cmNlPXR3aXR0ZXImdXRtX21lZGl1bT1zb2NpYWwmdXRtX2NhbXBhaWduPWZ4c3BpZGVyJTIwdHdpdHRlciUyMHBvc3RpbmcKc3BwLXR3LVNwaWRQTA== …";;;#inwestycje #Finanse #Forex;"872435345748578307";https://twitter.com/FXS_Forex_PL/status/872435345748578307
TopNewsPolska;2017-06-07 14:46;0;0;"Bezrobocie w Polsce najniższe od 26 lat http://www. pracamagazyn.pl/bezrobocie-w-p olsce-najnizsze-od-26-lat …";;;;"872434698567462913";https://twitter.com/TopNewsPolska/status/872434698567462913
Zygmund_August;2017-06-07 14:40;1;2;"Bezrobocie wciąż spada! http:// telewizjarepublika.pl/bezrobocie-wci az-spada,49613.html …";;;;"872433004307767296";https://twitter.com/Zygmund_August/status/872433004307767296
krzysztofmroz;2017-06-07 14:29;0;0;"spadlo bezrobocie i to znacznie wiec ludzie wzieli sie za robote a nie jak wczesniej słuchali wiecznie ze jest tak dobrze a jakbylo to wiemy";;;;"872430368833589249";https://twitter.com/krzysztofmroz/status/872430368833589249
zielonogorska;2017-06-07 14:29;0;0;"Bezrobocie w maju niższe niż w kwietniu https:// goo.gl/fb/yve0Mm";;;;"872430323669360641";https://twitter.com/zielonogorska/status/872430323669360641
vlochaty;2017-06-07 14:11;0;1;"zresztą bezrobocie to trudny temat do policzenia, bo jest duża szara strefa (zwłaszcza u nas), nie wszyscy są zarejestrowani itd.";;;;"872425687122161665";https://twitter.com/vlochaty/status/872425687122161665
KarollDDe;2017-06-07 14:07;0;0;"W urzędach pracy nic się chyba nie zmieniło a to one podają co miesiąc dane. Bezrobocie rzeczywiście spadło, to widać";;;;"872424827390500866";https://twitter.com/KarollDDe/status/872424827390500866
mbank_research;2017-06-07 14:07;0;1;"Łącznie, od 2013 r. bezrobocie spadło o ponad 6 pkt. proc. i spadało w każdym z ostatnich 44 miesięcy. pic.twitter.com/6SZcfTy1OK";;;;"872424664122970113";https://twitter.com/mbank_research/status/872424664122970113
Gospodarka_PRSA;2017-06-07 13:54;0;0;"#MRPiPS : stopa #bezrobocie w maju wyniosła 7,5 proc. http://www. polskieradio.pl/42/273/Artykul /1774341,MRPiPS-stopa-bezrobocia-w-maju-wyniosla-75-proc … @MRPiPS_GOV_PL";;@MRPiPS_GOV_PL;#MRPiPS #bezrobocie;"872421506730602496";https://twitter.com/Gospodarka_PRSA/status/872421506730602496
taranek_robert;2017-06-07 13:45;0;1;"BUUM ! Najniższe bezrobocie od 26 lat ! Płaca minimalna w górę. pic.twitter.com/MpPs2Kymrj";;;;"872419248244654080";https://twitter.com/taranek_robert/status/872419248244654080
Macronextcom;2017-06-07 13:36;0;0;"...nie jest wykluczone, że majowe bezrobocie będzie jeszcze niższe niż prognozuje ministerstwo i ukształtuje się na poziomie 7,4%";;;;"872416888785174528";https://twitter.com/Macronextcom/status/872416888785174528
RepublikaTV;2017-06-07 13:32;3;17;"Bezrobocie wciąż spada! http:// telewizjarepublika.pl/bezrobocie-wci az-spada,49613.html … pic.twitter.com/2H86tEe0qS";;;;"872415934761365505";https://twitter.com/RepublikaTV/status/872415934761365505
alexja25;2017-06-07 13:31;0;1;"Retweeted Tygodnik WPROST ( @TygodnikWPROST ): Rekordowo niskie bezrobocie . Największa poprawa w województwie... http:// fb.me/79NCTCN6q";;@TygodnikWPROST;;"872415624793792514";https://twitter.com/alexja25/status/872415624793792514
vlochaty;2017-06-07 13:25;0;0;"Podobno bezrobocie nam spada. Może to #dobrazmiana a może po prostu głodni ich zjedli? https:// twitter.com/MRPiPS_GOV_PL/ status/872405258936496128 …";;;#dobrazmiana;"872414310147948545";https://twitter.com/vlochaty/status/872414310147948545
TygodnikWPROST;2017-06-07 13:24;1;2;"Rekordowo niskie bezrobocie . Największa poprawa w województwie warmińsko-mazurskim https://www. wprost.pl/10058837";;;;"872413849458225154";https://twitter.com/TygodnikWPROST/status/872413849458225154
TVN24BiS;2017-06-07 13:23;2;4;"Bezrobocie najniższe od 26 lat. Oto najnowsze dane: http:// tvn24bis.pl/article/url/74 6817 …";;;;"872413635628470272";https://twitter.com/TVN24BiS/status/872413635628470272
Macronextcom;2017-06-07 13:20;0;0;"W maju #bezrobocie w #Polska spadnie do 7,5% z 7,7% w kwietniu wg @MRPiPS_GOV_PL http://www. macronext.com/pl/aktualnosci /mrpips-stopa-bezrobocia-rejestrowanego-spadla-do-7-5-w-maju-2017 … Dane zostaną opublikowane 26.06";;@MRPiPS_GOV_PL;#bezrobocie #Polska;"872413032516911104";https://twitter.com/Macronextcom/status/872413032516911104
pulshr_pl;2017-06-07 13:18;2;0;"Kolejny rekord na rynku pracy! http://www. pulshr.pl/rekrutacja/bez robocie-maj-2017-kolejny-rekord-takiej-sytuacji-na-rynku-pracy-nie-bylo-od-lat,44427.html … #bezrobocie #praca @MRPiPS_GOV_PL";;@MRPiPS_GOV_PL;#bezrobocie #praca;"872412351701688320";https://twitter.com/pulshr_pl/status/872412351701688320
reszka51;2017-06-07 13:16;0;0;"Czy to zasługa rządu? Zawsze bezrobocie spada kiedy rozpoczyna się okres wiosenny, a wzrasta przed okresem zimowym.";;;;"872411928517365760";https://twitter.com/reszka51/status/872411928517365760
PracodawcyRP;2017-06-07 13:09;0;1;". @LKKozlowski w @rzeczpospolita : Spadek #bezrobocie w tym i przyszłym roku wydaje się bardzo prawdopodobny. http:// bit.ly/2seNqDq";;@LKKozlowski @rzeczpospolita;#bezrobocie;"872410132638048256";https://twitter.com/PracodawcyRP/status/872410132638048256
Kubiak92;2017-06-07 13:02;72;157;"Ostatnie dni Prognozy PKB: Morgan Stanley +4,1% Barclays +3,7% OECD +3,6% Bezrobocie w maju: 7,5% i kolejny rekord #GospodarkaPlus";;;#GospodarkaPlus;"872408527620460545";https://twitter.com/Kubiak92/status/872408527620460545
AntyPiSuar;2017-06-07 12:59;1;3;"Odkąd wszystkie misiewicze mają pracę to i bezrobocie spadło.";;;;"872407666487943168";https://twitter.com/AntyPiSuar/status/872407666487943168
